"codmpio","ano","monetary_poverty_rate","extreme_monetary_poverty_rate","gini_coefficient"
27160,2018,NA,NA,NA
27150,2018,NA,NA,NA
27135,2018,NA,NA,NA
27099,2018,NA,NA,NA
27077,2018,NA,NA,NA
27075,2018,NA,NA,NA
27073,2018,NA,NA,NA
27050,2018,NA,NA,NA
27025,2018,NA,NA,NA
27006,2018,NA,NA,NA
27810,2018,NA,NA,NA
27800,2018,NA,NA,NA
27787,2018,NA,NA,NA
27745,2018,NA,NA,NA
27660,2018,NA,NA,NA
27615,2018,NA,NA,NA
27600,2018,NA,NA,NA
27580,2018,NA,NA,NA
27495,2018,NA,NA,NA
27491,2018,NA,NA,NA
27450,2018,NA,NA,NA
27430,2018,NA,NA,NA
27425,2018,NA,NA,NA
23300,2018,NA,NA,NA
23189,2018,NA,NA,NA
23182,2018,NA,NA,NA
23168,2018,NA,NA,NA
23162,2018,NA,NA,NA
23090,2018,NA,NA,NA
23079,2018,NA,NA,NA
23068,2018,NA,NA,NA
23855,2018,NA,NA,NA
23815,2018,NA,NA,NA
23807,2018,NA,NA,NA
23686,2018,NA,NA,NA
23682,2018,NA,NA,NA
23678,2018,NA,NA,NA
23675,2018,NA,NA,NA
23672,2018,NA,NA,NA
23670,2018,NA,NA,NA
23660,2018,NA,NA,NA
23586,2018,NA,NA,NA
23580,2018,NA,NA,NA
23574,2018,NA,NA,NA
23570,2018,NA,NA,NA
23555,2018,NA,NA,NA
23500,2018,NA,NA,NA
23466,2018,NA,NA,NA
23464,2018,NA,NA,NA
23419,2018,NA,NA,NA
23417,2018,NA,NA,NA
23350,2018,NA,NA,NA
25769,2018,NA,NA,NA
25758,2018,NA,NA,NA
25754,2018,NA,NA,NA
25745,2018,NA,NA,NA
25743,2018,NA,NA,NA
25740,2018,NA,NA,NA
25736,2018,NA,NA,NA
25718,2018,NA,NA,NA
25662,2018,NA,NA,NA
25658,2018,NA,NA,NA
25653,2018,NA,NA,NA
25649,2018,NA,NA,NA
25645,2018,NA,NA,NA
25612,2018,NA,NA,NA
25599,2018,NA,NA,NA
25596,2018,NA,NA,NA
25594,2018,NA,NA,NA
25592,2018,NA,NA,NA
25580,2018,NA,NA,NA
25572,2018,NA,NA,NA
25535,2018,NA,NA,NA
25530,2018,NA,NA,NA
25524,2018,NA,NA,NA
25518,2018,NA,NA,NA
25513,2018,NA,NA,NA
25506,2018,NA,NA,NA
25491,2018,NA,NA,NA
25489,2018,NA,NA,NA
25488,2018,NA,NA,NA
25486,2018,NA,NA,NA
25483,2018,NA,NA,NA
25473,2018,NA,NA,NA
25438,2018,NA,NA,NA
25436,2018,NA,NA,NA
25430,2018,NA,NA,NA
25426,2018,NA,NA,NA
25407,2018,NA,NA,NA
25402,2018,NA,NA,NA
25398,2018,NA,NA,NA
25394,2018,NA,NA,NA
25386,2018,NA,NA,NA
25377,2018,NA,NA,NA
25372,2018,NA,NA,NA
25368,2018,NA,NA,NA
25339,2018,NA,NA,NA
25335,2018,NA,NA,NA
25328,2018,NA,NA,NA
25326,2018,NA,NA,NA
25324,2018,NA,NA,NA
25322,2018,NA,NA,NA
25320,2018,NA,NA,NA
25317,2018,NA,NA,NA
25312,2018,NA,NA,NA
25307,2018,NA,NA,NA
25299,2018,NA,NA,NA
25297,2018,NA,NA,NA
25295,2018,NA,NA,NA
25293,2018,NA,NA,NA
25290,2018,NA,NA,NA
25288,2018,NA,NA,NA
25286,2018,NA,NA,NA
25281,2018,NA,NA,NA
25279,2018,NA,NA,NA
25269,2018,NA,NA,NA
25899,2018,NA,NA,NA
25898,2018,NA,NA,NA
25885,2018,NA,NA,NA
25878,2018,NA,NA,NA
25875,2018,NA,NA,NA
25873,2018,NA,NA,NA
25871,2018,NA,NA,NA
25867,2018,NA,NA,NA
25862,2018,NA,NA,NA
25851,2018,NA,NA,NA
25845,2018,NA,NA,NA
25843,2018,NA,NA,NA
25841,2018,NA,NA,NA
25839,2018,NA,NA,NA
25823,2018,NA,NA,NA
25817,2018,NA,NA,NA
25815,2018,NA,NA,NA
25807,2018,NA,NA,NA
25805,2018,NA,NA,NA
25799,2018,NA,NA,NA
25797,2018,NA,NA,NA
25793,2018,NA,NA,NA
25785,2018,NA,NA,NA
25781,2018,NA,NA,NA
25779,2018,NA,NA,NA
25777,2018,NA,NA,NA
25772,2018,NA,NA,NA
25260,2018,NA,NA,NA
25258,2018,NA,NA,NA
25245,2018,NA,NA,NA
25224,2018,NA,NA,NA
25214,2018,NA,NA,NA
25200,2018,NA,NA,NA
25183,2018,NA,NA,NA
25181,2018,NA,NA,NA
25178,2018,NA,NA,NA
25175,2018,NA,NA,NA
25168,2018,NA,NA,NA
25154,2018,NA,NA,NA
25151,2018,NA,NA,NA
25148,2018,NA,NA,NA
25126,2018,NA,NA,NA
25123,2018,NA,NA,NA
25120,2018,NA,NA,NA
25099,2018,NA,NA,NA
25095,2018,NA,NA,NA
25086,2018,NA,NA,NA
25053,2018,NA,NA,NA
25040,2018,NA,NA,NA
25035,2018,NA,NA,NA
25019,2018,NA,NA,NA
25001,2018,NA,NA,NA
20787,2018,NA,NA,NA
20770,2018,NA,NA,NA
20750,2018,NA,NA,NA
20710,2018,NA,NA,NA
20621,2018,NA,NA,NA
20614,2018,NA,NA,NA
20570,2018,NA,NA,NA
20550,2018,NA,NA,NA
20517,2018,NA,NA,NA
20443,2018,NA,NA,NA
20400,2018,NA,NA,NA
20383,2018,NA,NA,NA
20310,2018,NA,NA,NA
20295,2018,NA,NA,NA
20250,2018,NA,NA,NA
20238,2018,NA,NA,NA
20228,2018,NA,NA,NA
20178,2018,NA,NA,NA
20175,2018,NA,NA,NA
20060,2018,NA,NA,NA
20045,2018,NA,NA,NA
20032,2018,NA,NA,NA
20013,2018,NA,NA,NA
20011,2018,NA,NA,NA
19450,2018,NA,NA,NA
19418,2018,NA,NA,NA
19397,2018,NA,NA,NA
19392,2018,NA,NA,NA
19364,2018,NA,NA,NA
19355,2018,NA,NA,NA
19318,2018,NA,NA,NA
19300,2018,NA,NA,NA
19290,2018,NA,NA,NA
19256,2018,NA,NA,NA
19212,2018,NA,NA,NA
19142,2018,NA,NA,NA
19137,2018,NA,NA,NA
19130,2018,NA,NA,NA
19110,2018,NA,NA,NA
19100,2018,NA,NA,NA
19075,2018,NA,NA,NA
19050,2018,NA,NA,NA
19022,2018,NA,NA,NA
19845,2018,NA,NA,NA
19824,2018,NA,NA,NA
19821,2018,NA,NA,NA
19809,2018,NA,NA,NA
19807,2018,NA,NA,NA
19785,2018,NA,NA,NA
19780,2018,NA,NA,NA
19760,2018,NA,NA,NA
19743,2018,NA,NA,NA
19701,2018,NA,NA,NA
19698,2018,NA,NA,NA
19693,2018,NA,NA,NA
19622,2018,NA,NA,NA
19585,2018,NA,NA,NA
19573,2018,NA,NA,NA
19548,2018,NA,NA,NA
19533,2018,NA,NA,NA
19532,2018,NA,NA,NA
19517,2018,NA,NA,NA
19513,2018,NA,NA,NA
19473,2018,NA,NA,NA
19455,2018,NA,NA,NA
18785,2018,NA,NA,NA
18860,2018,NA,NA,NA
18756,2018,NA,NA,NA
18753,2018,NA,NA,NA
18610,2018,NA,NA,NA
18592,2018,NA,NA,NA
18479,2018,NA,NA,NA
18460,2018,NA,NA,NA
18410,2018,NA,NA,NA
18256,2018,NA,NA,NA
18247,2018,NA,NA,NA
18205,2018,NA,NA,NA
18150,2018,NA,NA,NA
18094,2018,NA,NA,NA
18029,2018,NA,NA,NA
17877,2018,NA,NA,NA
17873,2018,NA,NA,NA
17867,2018,NA,NA,NA
17777,2018,NA,NA,NA
17495,2018,NA,NA,NA
17486,2018,NA,NA,NA
17446,2018,NA,NA,NA
17444,2018,NA,NA,NA
17442,2018,NA,NA,NA
17433,2018,NA,NA,NA
17388,2018,NA,NA,NA
17380,2018,NA,NA,NA
17272,2018,NA,NA,NA
17174,2018,NA,NA,NA
17088,2018,NA,NA,NA
17050,2018,NA,NA,NA
17042,2018,NA,NA,NA
17013,2018,NA,NA,NA
17665,2018,NA,NA,NA
17662,2018,NA,NA,NA
17653,2018,NA,NA,NA
17616,2018,NA,NA,NA
17614,2018,NA,NA,NA
17541,2018,NA,NA,NA
17524,2018,NA,NA,NA
17513,2018,NA,NA,NA
15897,2018,NA,NA,NA
15879,2018,NA,NA,NA
15861,2018,NA,NA,NA
15842,2018,NA,NA,NA
15839,2018,NA,NA,NA
15837,2018,NA,NA,NA
15835,2018,NA,NA,NA
15832,2018,NA,NA,NA
15822,2018,NA,NA,NA
15820,2018,NA,NA,NA
15816,2018,NA,NA,NA
15814,2018,NA,NA,NA
15810,2018,NA,NA,NA
15808,2018,NA,NA,NA
15806,2018,NA,NA,NA
15804,2018,NA,NA,NA
15798,2018,NA,NA,NA
15790,2018,NA,NA,NA
15778,2018,NA,NA,NA
15776,2018,NA,NA,NA
15774,2018,NA,NA,NA
15764,2018,NA,NA,NA
15763,2018,NA,NA,NA
15762,2018,NA,NA,NA
15761,2018,NA,NA,NA
15759,2018,NA,NA,NA
15757,2018,NA,NA,NA
15755,2018,NA,NA,NA
15753,2018,NA,NA,NA
15740,2018,NA,NA,NA
15723,2018,NA,NA,NA
15720,2018,NA,NA,NA
15696,2018,NA,NA,NA
15693,2018,NA,NA,NA
15690,2018,NA,NA,NA
15686,2018,NA,NA,NA
15681,2018,NA,NA,NA
15676,2018,NA,NA,NA
15673,2018,NA,NA,NA
15667,2018,NA,NA,NA
15664,2018,NA,NA,NA
15660,2018,NA,NA,NA
15646,2018,NA,NA,NA
15638,2018,NA,NA,NA
15632,2018,NA,NA,NA
15621,2018,NA,NA,NA
15600,2018,NA,NA,NA
15599,2018,NA,NA,NA
15580,2018,NA,NA,NA
15572,2018,NA,NA,NA
15550,2018,NA,NA,NA
15542,2018,NA,NA,NA
15537,2018,NA,NA,NA
15533,2018,NA,NA,NA
15531,2018,NA,NA,NA
15522,2018,NA,NA,NA
15518,2018,NA,NA,NA
15516,2018,NA,NA,NA
15514,2018,NA,NA,NA
15511,2018,NA,NA,NA
15507,2018,NA,NA,NA
15500,2018,NA,NA,NA
15494,2018,NA,NA,NA
15491,2018,NA,NA,NA
15480,2018,NA,NA,NA
15476,2018,NA,NA,NA
15469,2018,NA,NA,NA
15466,2018,NA,NA,NA
15464,2018,NA,NA,NA
15455,2018,NA,NA,NA
15442,2018,NA,NA,NA
15425,2018,NA,NA,NA
15407,2018,NA,NA,NA
15403,2018,NA,NA,NA
15401,2018,NA,NA,NA
15380,2018,NA,NA,NA
15377,2018,NA,NA,NA
15368,2018,NA,NA,NA
15367,2018,NA,NA,NA
15362,2018,NA,NA,NA
15332,2018,NA,NA,NA
15325,2018,NA,NA,NA
15322,2018,NA,NA,NA
15317,2018,NA,NA,NA
15299,2018,NA,NA,NA
15296,2018,NA,NA,NA
15293,2018,NA,NA,NA
15276,2018,NA,NA,NA
15272,2018,NA,NA,NA
15248,2018,NA,NA,NA
15244,2018,NA,NA,NA
15238,2018,NA,NA,NA
15236,2018,NA,NA,NA
15232,2018,NA,NA,NA
15226,2018,NA,NA,NA
15224,2018,NA,NA,NA
15223,2018,NA,NA,NA
15218,2018,NA,NA,NA
15215,2018,NA,NA,NA
15212,2018,NA,NA,NA
15204,2018,NA,NA,NA
15189,2018,NA,NA,NA
15187,2018,NA,NA,NA
15185,2018,NA,NA,NA
15183,2018,NA,NA,NA
15180,2018,NA,NA,NA
15176,2018,NA,NA,NA
15172,2018,NA,NA,NA
15162,2018,NA,NA,NA
15135,2018,NA,NA,NA
15131,2018,NA,NA,NA
15114,2018,NA,NA,NA
15109,2018,NA,NA,NA
15106,2018,NA,NA,NA
15104,2018,NA,NA,NA
15097,2018,NA,NA,NA
15092,2018,NA,NA,NA
15090,2018,NA,NA,NA
15087,2018,NA,NA,NA
15051,2018,NA,NA,NA
15047,2018,NA,NA,NA
15022,2018,NA,NA,NA
13673,2018,NA,NA,NA
13670,2018,NA,NA,NA
13667,2018,NA,NA,NA
13657,2018,NA,NA,NA
13655,2018,NA,NA,NA
13654,2018,NA,NA,NA
13650,2018,NA,NA,NA
13647,2018,NA,NA,NA
13620,2018,NA,NA,NA
13600,2018,NA,NA,NA
13580,2018,NA,NA,NA
13549,2018,NA,NA,NA
13490,2018,NA,NA,NA
13473,2018,NA,NA,NA
13468,2018,NA,NA,NA
13458,2018,NA,NA,NA
13442,2018,NA,NA,NA
13440,2018,NA,NA,NA
13433,2018,NA,NA,NA
13430,2018,NA,NA,NA
13300,2018,NA,NA,NA
13268,2018,NA,NA,NA
13248,2018,NA,NA,NA
13244,2018,NA,NA,NA
13222,2018,NA,NA,NA
13212,2018,NA,NA,NA
13188,2018,NA,NA,NA
13160,2018,NA,NA,NA
13140,2018,NA,NA,NA
13074,2018,NA,NA,NA
13062,2018,NA,NA,NA
13052,2018,NA,NA,NA
13042,2018,NA,NA,NA
13030,2018,NA,NA,NA
13006,2018,NA,NA,NA
13894,2018,NA,NA,NA
13873,2018,NA,NA,NA
13838,2018,NA,NA,NA
13836,2018,NA,NA,NA
13810,2018,NA,NA,NA
13780,2018,NA,NA,NA
13760,2018,NA,NA,NA
13744,2018,NA,NA,NA
13688,2018,NA,NA,NA
13683,2018,NA,NA,NA
8520,2018,NA,NA,NA
8436,2018,NA,NA,NA
8433,2018,NA,NA,NA
8421,2018,NA,NA,NA
8372,2018,NA,NA,NA
8296,2018,NA,NA,NA
8141,2018,NA,NA,NA
8137,2018,NA,NA,NA
8078,2018,NA,NA,NA
8849,2018,NA,NA,NA
8832,2018,NA,NA,NA
8770,2018,NA,NA,NA
8758,2018,NA,NA,NA
8685,2018,NA,NA,NA
8675,2018,NA,NA,NA
8638,2018,NA,NA,NA
8634,2018,NA,NA,NA
8606,2018,NA,NA,NA
8573,2018,NA,NA,NA
8560,2018,NA,NA,NA
8558,2018,NA,NA,NA
8549,2018,NA,NA,NA
5790,2018,NA,NA,NA
5789,2018,NA,NA,NA
5761,2018,NA,NA,NA
5756,2018,NA,NA,NA
5736,2018,NA,NA,NA
5697,2018,NA,NA,NA
5690,2018,NA,NA,NA
5686,2018,NA,NA,NA
5679,2018,NA,NA,NA
5674,2018,NA,NA,NA
5670,2018,NA,NA,NA
5667,2018,NA,NA,NA
5665,2018,NA,NA,NA
5664,2018,NA,NA,NA
5660,2018,NA,NA,NA
5659,2018,NA,NA,NA
5658,2018,NA,NA,NA
5656,2018,NA,NA,NA
5652,2018,NA,NA,NA
5649,2018,NA,NA,NA
5647,2018,NA,NA,NA
5642,2018,NA,NA,NA
5631,2018,NA,NA,NA
5628,2018,NA,NA,NA
5615,2018,NA,NA,NA
5607,2018,NA,NA,NA
5604,2018,NA,NA,NA
5591,2018,NA,NA,NA
5585,2018,NA,NA,NA
5579,2018,NA,NA,NA
5576,2018,NA,NA,NA
5543,2018,NA,NA,NA
5541,2018,NA,NA,NA
5501,2018,NA,NA,NA
5495,2018,NA,NA,NA
5490,2018,NA,NA,NA
5483,2018,NA,NA,NA
5480,2018,NA,NA,NA
5475,2018,NA,NA,NA
5467,2018,NA,NA,NA
5440,2018,NA,NA,NA
5425,2018,NA,NA,NA
5411,2018,NA,NA,NA
5400,2018,NA,NA,NA
5390,2018,NA,NA,NA
5380,2018,NA,NA,NA
5376,2018,NA,NA,NA
5368,2018,NA,NA,NA
5364,2018,NA,NA,NA
5361,2018,NA,NA,NA
5360,2018,NA,NA,NA
5353,2018,NA,NA,NA
5347,2018,NA,NA,NA
5321,2018,NA,NA,NA
5318,2018,NA,NA,NA
5315,2018,NA,NA,NA
5313,2018,NA,NA,NA
5310,2018,NA,NA,NA
5308,2018,NA,NA,NA
5306,2018,NA,NA,NA
5284,2018,NA,NA,NA
5282,2018,NA,NA,NA
5266,2018,NA,NA,NA
5264,2018,NA,NA,NA
5893,2018,NA,NA,NA
5895,2018,NA,NA,NA
5890,2018,NA,NA,NA
5887,2018,NA,NA,NA
5885,2018,NA,NA,NA
5873,2018,NA,NA,NA
5861,2018,NA,NA,NA
5858,2018,NA,NA,NA
5856,2018,NA,NA,NA
5854,2018,NA,NA,NA
5847,2018,NA,NA,NA
5842,2018,NA,NA,NA
5837,2018,NA,NA,NA
5819,2018,NA,NA,NA
5809,2018,NA,NA,NA
5792,2018,NA,NA,NA
5250,2018,NA,NA,NA
5240,2018,NA,NA,NA
5237,2018,NA,NA,NA
5234,2018,NA,NA,NA
5212,2018,NA,NA,NA
5209,2018,NA,NA,NA
5206,2018,NA,NA,NA
5197,2018,NA,NA,NA
5190,2018,NA,NA,NA
5172,2018,NA,NA,NA
5154,2018,NA,NA,NA
5150,2018,NA,NA,NA
5148,2018,NA,NA,NA
5147,2018,NA,NA,NA
5145,2018,NA,NA,NA
5142,2018,NA,NA,NA
5138,2018,NA,NA,NA
5134,2018,NA,NA,NA
5129,2018,NA,NA,NA
5125,2018,NA,NA,NA
5120,2018,NA,NA,NA
5113,2018,NA,NA,NA
5107,2018,NA,NA,NA
5101,2018,NA,NA,NA
5093,2018,NA,NA,NA
5091,2018,NA,NA,NA
5088,2018,NA,NA,NA
5086,2018,NA,NA,NA
5079,2018,NA,NA,NA
5059,2018,NA,NA,NA
5055,2018,NA,NA,NA
5051,2018,NA,NA,NA
5045,2018,NA,NA,NA
5044,2018,NA,NA,NA
5042,2018,NA,NA,NA
5040,2018,NA,NA,NA
5038,2018,NA,NA,NA
5036,2018,NA,NA,NA
5034,2018,NA,NA,NA
5031,2018,NA,NA,NA
5030,2018,NA,NA,NA
5021,2018,NA,NA,NA
5004,2018,NA,NA,NA
5002,2018,NA,NA,NA
86865,2018,NA,NA,NA
86885,2018,NA,NA,NA
86760,2018,NA,NA,NA
86757,2018,NA,NA,NA
86755,2018,NA,NA,NA
86749,2018,NA,NA,NA
86573,2018,NA,NA,NA
86571,2018,NA,NA,NA
86569,2018,NA,NA,NA
86568,2018,NA,NA,NA
86320,2018,NA,NA,NA
86219,2018,NA,NA,NA
86001,2018,NA,NA,NA
86000,2018,NA,NA,NA
88564,2018,NA,NA,NA
88000,2018,NA,NA,NA
91001,2018,NA,NA,NA
91540,2018,NA,NA,NA
91000,2018,NA,NA,NA
95025,2018,NA,NA,NA
95200,2018,NA,NA,NA
95015,2018,NA,NA,NA
95001,2018,NA,NA,NA
95000,2018,NA,NA,NA
94343,2018,NA,NA,NA
94001,2018,NA,NA,NA
94000,2018,NA,NA,NA
99773,2018,NA,NA,NA
99624,2018,NA,NA,NA
99524,2018,NA,NA,NA
99001,2018,NA,NA,NA
99000,2018,NA,NA,NA
97666,2018,NA,NA,NA
97000,2018,NA,NA,NA
97161,2018,NA,NA,NA
97001,2018,NA,NA,NA
76000,2023,NA,NA,NA
76001,2023,NA,NA,NA
76020,2023,NA,NA,NA
76036,2023,NA,NA,NA
76041,2023,NA,NA,NA
76054,2023,NA,NA,NA
76100,2023,NA,NA,NA
76109,2023,NA,NA,NA
76111,2023,NA,NA,NA
76113,2023,NA,NA,NA
76122,2023,NA,NA,NA
76126,2023,NA,NA,NA
76130,2023,NA,NA,NA
76147,2023,NA,NA,NA
76233,2023,NA,NA,NA
76243,2023,NA,NA,NA
76246,2023,NA,NA,NA
76248,2023,NA,NA,NA
76250,2023,NA,NA,NA
76275,2023,NA,NA,NA
76306,2023,NA,NA,NA
76318,2023,NA,NA,NA
76364,2023,NA,NA,NA
76377,2023,NA,NA,NA
76400,2023,NA,NA,NA
76403,2023,NA,NA,NA
76497,2023,NA,NA,NA
76520,2023,NA,NA,NA
76563,2023,NA,NA,NA
76606,2023,NA,NA,NA
76616,2023,NA,NA,NA
76622,2023,NA,NA,NA
76670,2023,NA,NA,NA
76736,2023,NA,NA,NA
76823,2023,NA,NA,NA
76828,2023,NA,NA,NA
76834,2023,NA,NA,NA
76845,2023,NA,NA,NA
76863,2023,NA,NA,NA
76869,2023,NA,NA,NA
76890,2023,NA,NA,NA
76892,2023,NA,NA,NA
76895,2023,NA,NA,NA
81000,2023,NA,NA,NA
81001,2023,NA,NA,NA
81065,2023,NA,NA,NA
81220,2023,NA,NA,NA
81300,2023,NA,NA,NA
81591,2023,NA,NA,NA
81736,2023,NA,NA,NA
81794,2023,NA,NA,NA
85000,2023,NA,NA,NA
85001,2023,NA,NA,NA
85010,2023,NA,NA,NA
85015,2023,NA,NA,NA
85125,2023,NA,NA,NA
85136,2023,NA,NA,NA
85139,2023,NA,NA,NA
85162,2023,NA,NA,NA
85225,2023,NA,NA,NA
85230,2023,NA,NA,NA
85250,2023,NA,NA,NA
85263,2023,NA,NA,NA
85279,2023,NA,NA,NA
85300,2023,NA,NA,NA
85315,2023,NA,NA,NA
85325,2023,NA,NA,NA
85400,2023,NA,NA,NA
85410,2023,NA,NA,NA
85430,2023,NA,NA,NA
85440,2023,NA,NA,NA
86000,2023,NA,NA,NA
86001,2023,NA,NA,NA
86219,2023,NA,NA,NA
86320,2023,NA,NA,NA
86568,2023,NA,NA,NA
86569,2023,NA,NA,NA
86571,2023,NA,NA,NA
86573,2023,NA,NA,NA
86749,2023,NA,NA,NA
86755,2023,NA,NA,NA
86757,2023,NA,NA,NA
86760,2023,NA,NA,NA
86865,2023,NA,NA,NA
86885,2023,NA,NA,NA
70000,2023,NA,NA,NA
70001,2023,NA,NA,NA
70110,2023,NA,NA,NA
70124,2023,NA,NA,NA
70204,2023,NA,NA,NA
70215,2023,NA,NA,NA
70221,2023,NA,NA,NA
70230,2023,NA,NA,NA
70233,2023,NA,NA,NA
70235,2023,NA,NA,NA
70265,2023,NA,NA,NA
70400,2023,NA,NA,NA
70418,2023,NA,NA,NA
70429,2023,NA,NA,NA
70473,2023,NA,NA,NA
70508,2023,NA,NA,NA
70523,2023,NA,NA,NA
70670,2023,NA,NA,NA
70678,2023,NA,NA,NA
70702,2023,NA,NA,NA
70708,2023,NA,NA,NA
70713,2023,NA,NA,NA
70717,2023,NA,NA,NA
70742,2023,NA,NA,NA
70771,2023,NA,NA,NA
70820,2023,NA,NA,NA
70823,2023,NA,NA,NA
73000,2023,NA,NA,NA
73001,2023,NA,NA,NA
73024,2023,NA,NA,NA
73026,2023,NA,NA,NA
73030,2023,NA,NA,NA
73043,2023,NA,NA,NA
73055,2023,NA,NA,NA
73067,2023,NA,NA,NA
73124,2023,NA,NA,NA
73148,2023,NA,NA,NA
73152,2023,NA,NA,NA
73168,2023,NA,NA,NA
73200,2023,NA,NA,NA
73217,2023,NA,NA,NA
73226,2023,NA,NA,NA
73236,2023,NA,NA,NA
73268,2023,NA,NA,NA
73270,2023,NA,NA,NA
73275,2023,NA,NA,NA
73283,2023,NA,NA,NA
73319,2023,NA,NA,NA
73347,2023,NA,NA,NA
73349,2023,NA,NA,NA
73352,2023,NA,NA,NA
73408,2023,NA,NA,NA
73411,2023,NA,NA,NA
73443,2023,NA,NA,NA
73449,2023,NA,NA,NA
73461,2023,NA,NA,NA
73483,2023,NA,NA,NA
73504,2023,NA,NA,NA
73520,2023,NA,NA,NA
73547,2023,NA,NA,NA
73555,2023,NA,NA,NA
73563,2023,NA,NA,NA
73585,2023,NA,NA,NA
73616,2023,NA,NA,NA
73622,2023,NA,NA,NA
73624,2023,NA,NA,NA
73671,2023,NA,NA,NA
73675,2023,NA,NA,NA
73678,2023,NA,NA,NA
73686,2023,NA,NA,NA
73770,2023,NA,NA,NA
73854,2023,NA,NA,NA
73861,2023,NA,NA,NA
73870,2023,NA,NA,NA
73873,2023,NA,NA,NA
66000,2023,NA,NA,NA
66001,2023,NA,NA,NA
66045,2023,NA,NA,NA
66075,2023,NA,NA,NA
66088,2023,NA,NA,NA
66170,2023,NA,NA,NA
66318,2023,NA,NA,NA
66383,2023,NA,NA,NA
66400,2023,NA,NA,NA
66440,2023,NA,NA,NA
66456,2023,NA,NA,NA
66572,2023,NA,NA,NA
66594,2023,NA,NA,NA
66682,2023,NA,NA,NA
66687,2023,NA,NA,NA
68000,2023,NA,NA,NA
68001,2023,NA,NA,NA
68013,2023,NA,NA,NA
68020,2023,NA,NA,NA
68051,2023,NA,NA,NA
68077,2023,NA,NA,NA
68079,2023,NA,NA,NA
68081,2023,NA,NA,NA
68092,2023,NA,NA,NA
68101,2023,NA,NA,NA
68121,2023,NA,NA,NA
68132,2023,NA,NA,NA
68147,2023,NA,NA,NA
68152,2023,NA,NA,NA
68160,2023,NA,NA,NA
68162,2023,NA,NA,NA
68167,2023,NA,NA,NA
68169,2023,NA,NA,NA
68176,2023,NA,NA,NA
68179,2023,NA,NA,NA
68190,2023,NA,NA,NA
68207,2023,NA,NA,NA
68209,2023,NA,NA,NA
68211,2023,NA,NA,NA
68217,2023,NA,NA,NA
68229,2023,NA,NA,NA
68235,2023,NA,NA,NA
68245,2023,NA,NA,NA
68250,2023,NA,NA,NA
68255,2023,NA,NA,NA
68264,2023,NA,NA,NA
68266,2023,NA,NA,NA
68271,2023,NA,NA,NA
68276,2023,NA,NA,NA
68296,2023,NA,NA,NA
68298,2023,NA,NA,NA
68307,2023,NA,NA,NA
68318,2023,NA,NA,NA
68320,2023,NA,NA,NA
68322,2023,NA,NA,NA
68324,2023,NA,NA,NA
68327,2023,NA,NA,NA
68344,2023,NA,NA,NA
68368,2023,NA,NA,NA
68370,2023,NA,NA,NA
68377,2023,NA,NA,NA
68385,2023,NA,NA,NA
68397,2023,NA,NA,NA
68406,2023,NA,NA,NA
68418,2023,NA,NA,NA
68425,2023,NA,NA,NA
68432,2023,NA,NA,NA
68444,2023,NA,NA,NA
68464,2023,NA,NA,NA
68468,2023,NA,NA,NA
68498,2023,NA,NA,NA
68500,2023,NA,NA,NA
68502,2023,NA,NA,NA
68522,2023,NA,NA,NA
68524,2023,NA,NA,NA
68533,2023,NA,NA,NA
68547,2023,NA,NA,NA
68549,2023,NA,NA,NA
68572,2023,NA,NA,NA
68573,2023,NA,NA,NA
68575,2023,NA,NA,NA
68615,2023,NA,NA,NA
68655,2023,NA,NA,NA
68669,2023,NA,NA,NA
68673,2023,NA,NA,NA
68679,2023,NA,NA,NA
68682,2023,NA,NA,NA
68684,2023,NA,NA,NA
68686,2023,NA,NA,NA
68689,2023,NA,NA,NA
68705,2023,NA,NA,NA
68720,2023,NA,NA,NA
68745,2023,NA,NA,NA
68755,2023,NA,NA,NA
68770,2023,NA,NA,NA
68773,2023,NA,NA,NA
68780,2023,NA,NA,NA
68820,2023,NA,NA,NA
68855,2023,NA,NA,NA
68861,2023,NA,NA,NA
68867,2023,NA,NA,NA
68872,2023,NA,NA,NA
68895,2023,NA,NA,NA
63000,2023,NA,NA,NA
63001,2023,NA,NA,NA
63111,2023,NA,NA,NA
63130,2023,NA,NA,NA
63190,2023,NA,NA,NA
63212,2023,NA,NA,NA
63272,2023,NA,NA,NA
63302,2023,NA,NA,NA
63401,2023,NA,NA,NA
63470,2023,NA,NA,NA
63548,2023,NA,NA,NA
63594,2023,NA,NA,NA
63690,2023,NA,NA,NA
54000,2023,NA,NA,NA
54001,2023,NA,NA,NA
54003,2023,NA,NA,NA
54051,2023,NA,NA,NA
54099,2023,NA,NA,NA
54109,2023,NA,NA,NA
54125,2023,NA,NA,NA
54128,2023,NA,NA,NA
54172,2023,NA,NA,NA
54174,2023,NA,NA,NA
54206,2023,NA,NA,NA
54223,2023,NA,NA,NA
54239,2023,NA,NA,NA
54245,2023,NA,NA,NA
54250,2023,NA,NA,NA
54261,2023,NA,NA,NA
54313,2023,NA,NA,NA
54344,2023,NA,NA,NA
54347,2023,NA,NA,NA
54377,2023,NA,NA,NA
54385,2023,NA,NA,NA
54398,2023,NA,NA,NA
54405,2023,NA,NA,NA
54418,2023,NA,NA,NA
54480,2023,NA,NA,NA
54498,2023,NA,NA,NA
54518,2023,NA,NA,NA
54520,2023,NA,NA,NA
54553,2023,NA,NA,NA
54599,2023,NA,NA,NA
54660,2023,NA,NA,NA
